Core_Material,Size,Zeta_Potential,Tumor_Size,Tumor,Heart,Liver,Spleen,Lung,Kidney
,,,,1.14,0.1696,22.03,1.15,0.45,5
"Zinc, Copper",TEM: 95; HD: 97.8,0.137,100 mm3 = 0.1 cm3,2.5,0.7826,47.98,2.88,1.52,2.18
,,,,4.54,0.8478,86.65,4.57,2.67,2.83
,,,,7.51,0.9782,163.98,5.48,3.05,5.88
,,,,10.72,1.0435,151.09,3.2,2.86,4.14
,,,,4.07,0.4565,70.89,1.78,2.76,1.96
,,,,3.05,0.3913,65.88,0.96,1.62,0.87
Palladium,TEM: 5; HD: 22,-10.6,100 mm3 = 0.1 cm3,0.98,0.2093,9.19,0.89,0.8,2.25
,,,,1.06,0.093,12,0.99,0.37,0.82
,,,,0.95,0.1395,3.32,0.36,0.36,0.78
,,,,0.6,0.1395,2.94,0.14,0.29,0.58
Polymeric,TEM: 81.4; HD: 187,7.9,100 mm3 = 0.1 cm3,2.17,0.9591,9.55,0.36,2.18,0.52
,,,,5.22,0.7361,5.39,0.48,0.85,0.82
,,,,3.29,0.6692,14.45,0.14,0.94,0.15
Manganese,TEM: 35; HD: 41,,62.5 mm3 = 0.0625 cm3,0.71,0.1176,25.06,0.61,0.82,2.28
,,,,0.37,0.0941,4.39,0.07,0.38,1.41
,,,,0.21,0.0235,0.78,0.02,0.17,0.47
Ruthenium,HD: 130,9.5,200 mm3 = 0.2 cm3,2.68,0.5932,30.33,0.62,0.77,1.98
,,,,1.71,0.3729,45.97,0.52,1.11,1.42
,,,,1.06,0.2542,38.52,0.4,0.82,2.66
Gold,HD: 34.86,-21.3,100 mm3 = 0.1 cm3,0.49,,10.98,0.6,0.26,1.47
,,,,0.64,,13.56,1.01,0.86,2.65
,,,,0.42,,16.79,1.07,0.39,1.77
,,,,0.53,,17.12,1.32,0.47,1.67
Gold,HD: 34.86,-21.3,100 mm3 = 0.1 cm3,2.94,,10.98,0.98,0.29,2.51
,,,,3.24,,17.02,1.02,0.51,2.67
,,,,3.18,,18.67,1.19,0.29,2
,,,,3.36,,15.92,1.23,0.37,1.67
Gold,HD: 34.86,-21.3,100 mm3 = 0.1 cm3,0.41,,18.21,0.92,,
,,,,0.41,,18.21,1.25,,
,,,,0.29,,15.53,0.92,,
Other,HD: 118.3,-26.71,50-150 mm3,0.0041,0.0066,0.09,0.005,0.01,0.03
,,,,0.01,0.0071,0.11,0.01,0.01,0.03
,,,,0.01,0.0057,0.09,0.01,0.01,0.03
,,,,0.01,0.0045,0.08,0,0.01,0.03
,,,,0.0041,0.0024,0.04,0.0026,0.01,0.01
,,,,0.0021,0.0017,0.04,0.0018,0.0034,0.01
Other,HD: 128.2,-21.42,50-150 mm3,0.01,0.0058,0.08,0,0.01,0.02
,,,,0.01,0.0065,0.09,0.01,0.01,0.03
,,,,0.02,0.005,0.08,0.01,0.01,0.03
,,,,0.03,0.0038,0.07,0,0.01,0.03
,,,,0.02,0.0024,0.05,0,0.01,0.01
,,,,0.01,0.0019,0.03,0,0,0.01
Gold,TEM: 10.3; HD: 20.3,-17.6,100 mm3 = 0.1 cm3,1.55,0.9713,10.13,0.48,1.13,2.6
,,,,1.79,0.7284,10.13,0.92,1.49,3.08
,,,,2.41,0.777,17.59,1.12,1.56,3.41
,,,,2.02,0.6798,26.13,1.6,1.13,3.89
,,,,1.63,0.5342,11.73,0.92,1.06,1.95
Other-protein,TEM: 65; HD: 87,,500 mm3 = 0.5 cm3,2.32,0.9161,34.7,0.77,1.32,2.09
,,,,2.7,0.5598,23.96,0.89,0.91,1.48
,,,,3.17,0.4241,12.39,0.51,0.49,1.05
,,,,2.35,0.1527,10.33,0.26,0.22,0.76
,,,,1.16,0.1188,7.85,0.13,0.19,0.43
Liposome,TEM: 105; HD: 105,-37.864,500 mm3 = 0.5 cm3,0.12,0.0349,0.67,0.05,0.02,0.06
,,,,0.1,0.0262,0.92,0.09,0.02,0.06
,,,,0.13,0.0349,1.57,0.17,0.04,0.12
,,,,0.18,0.0262,1.65,0.22,0.03,0.08
,,,,0.2,0.0279,1.15,0.12,0.03,0.13
,,,,0.1,0.0279,0.19,0.03,0.02,0.05
Polymeric,TEM: 114.7,-23.9,50 mm3 = 0.05 cm3,0.15,0.1709,3.54,0.19,0.38,0.62
,,,,0.08,0.1172,1.46,0.12,0.21,0.48
,,,,0.02,0,0.55,0.02,0,0.11
Polymeric,TEM: 122.5,-14.1,50 mm3 = 0.05 cm3,0.23,0.1368,3.75,0.24,0.36,0.55
,,,,0.12,0.0977,1.54,0.11,0.21,0.44
,,,,0.01,0,0.76,0.04,0.06,0.06
Dendrimer,HD: 80.85,-9.03,1000 mm3 = 1 cm3,7.74,0.1481,18.37,0.29,2,1.89
,,,,7.84,0.122,19.23,0.37,1.49,2.09
,,,,8.99,0.1045,16.07,0.5,1.67,1.6
,,,,6.48,0.061,15.02,0.41,1.27,1.28
,,,,6.27,0.061,13.87,0.34,0.95,1.22
,,,,5.65,0.0523,11.57,0.21,0.74,1.02
,,,,3.66,0.061,10.23,0.13,0.52,0.87
,,,,2.82,0.061,5.17,0.07,0.43,0.58
,,,,1.57,0.0348,2.39,0.05,0.41,0.32
Polymeric,TEM: 13.231; HD: 13,-0.7,300 mm3 = 0.3 cm3,1.08,0.1852,17.79,0.63,0.54,1.39
,,,,0.46,0.022,2.6,0.21,0.08,0.15
,,,,0.33,0.0138,0.94,0.14,0.05,0.06
Polymeric,TEM: 21.444; HD: 22.1,-0.8,300 mm3 = 0.3 cm3,0.83,0.2546,12.96,0.19,0.61,1.39
,,,,0.32,0.0165,3.87,0.03,0.06,0.11
,,,,0.19,0.0028,0.24,0.01,0.02,0.08
Polymeric,TEM: 56.333; HD: 48.6,-0.11,300 mm3 = 0.3 cm3,0.83,0.2083,13.47,0.15,0.54,1.31
,,,,0.3,0.0495,4.59,0.07,0.25,0.35
,,,,0.28,0.0028,0.73,0.01,0.09,0.06
"Cu, Manganese, Si",TEM: 47.6; HD: 69.744,-12.9,80 mm3 = 0.08 cm3,0.68,0.356,17.02,0.25,1.31,1.4
,,,,1.49,0.4817,23.68,0.35,1.96,2.1
,,,,2.33,0.5864,33.8,0.63,2.66,3.5
,,,,1.67,0.4607,19.55,0.54,1.83,2.45
Other,HD: 159.8,-10.98,100 mm3 = 0.1 cm3,5.84,0.2226,16.2,1.11,0.89,1.77
,,,,4.4,0.1127,10.53,0.73,0.45,0.94
,,,,3.36,0,6.15,0.45,0.04,0.89
Other,HD: 161.8,-10.76,100 mm3 = 0.1 cm3,10.69,0.3061,11.15,0.85,0.77,1.02
,,,,12.52,0.0987,9.6,0.62,0.37,0.99
,,,,10.59,0,4.92,0.43,0.04,0.61
"Manganese, Iron/
Other",HD: 100,-13.902,540-610 mm3,10.07,,,,,
,,,,10.15,,,,,
,,,,10.3,,,,,
,,,,7.4,,,,,
,,,,12.13,,,,,
,,,,10.76,,,,,
Polymeric,HD: 20,-0.3,100 mm3 = 0.1 cm3,1.42,,,,,
,,,,0.86,,,,,
,,,,0.08,,,,,
,,,,0.02,,,,,
Other,TEM: 160; HD: 169.1,-17.2,75 mm3 = 0.075 cm3,3.75,0.7076,326.29,3.47,8.26,18.91
,,,,8.02,8.1309,113.9,6.87,13.92,50.57
,,,,3.27,1.2617,110.83,4.42,5.94,20.6
,,,,1.75,0.7076,94.52,2.81,3.1,18.91
,,,,0.74,0.3505,48.49,1.96,1.02,6.79
,,,,0.63,0.1981,24.24,0.97,0.29,5.2
Polymeric,HD: 230,,100 mm3 = 0.1 cm3,0.01,,0.17,1.08,0.03,0.07
,,,,9e-4,,0.05,0.28,0.01,0.0033
,,,,5e-4,,0.02,0.12,0.0018,5e-4
,,,,1e-4,,0.03,0.34,0.001,4e-4
